orgid,name,sectorid
396,SustainUS Philly,17
397,T.C. Chan Center for Building Simulatuon and Energy Studies,2
397,T.C. Chan Center for Building Simulatuon and Energy Studies,4
397,T.C. Chan Center for Building Simulatuon and Energy Studies,5
397,T.C. Chan Center for Building Simulatuon and Energy Studies,12
397,T.C. Chan Center for Building Simulatuon and Energy Studies,16
398,Talisman Interactive,4
398,Talisman Interactive,9
398,Talisman Interactive,10
398,Talisman Interactive,16
398,Talisman Interactive,17
398,Talisman Interactive,18
399,Temple University  - Dept. of Community and Regional Planning,4
399,Temple University  - Dept. of Community and Regional Planning,10
399,Temple University  - Dept. of Community and Regional Planning,12
400,Temple University - Center for Sustainable Communities,2
400,Temple University - Center for Sustainable Communities,4
400,Temple University - Center for Sustainable Communities,10
400,Temple University - Center for Sustainable Communities,11
400,Temple University - Center for Sustainable Communities,12
400,Temple University - Center for Sustainable Communities,17
401,Temple University - Environmental Law Society (TELS),4
401,Temple University - Environmental Law Society (TELS),12
402,Temple University Ambler - Certificate & Non-Credit Programs,4
402,Temple University Ambler - Certificate & Non-Credit Programs,8
402,Temple University Ambler - Certificate & Non-Credit Programs,11
403,Temple University Ambler - Dept. of Landscape Architecture & Horticulture,4
403,Temple University Ambler - Dept. of Landscape Architecture & Horticulture,11
404,Temple University Environmental Studies Program,4
405,Ten Thousand Friends of Pennsylvania,10
406,Three Groves Ecovillage,2
406,Three Groves Ecovillage,10
406,Three Groves Ecovillage,16
407,Tinicum Conservancy,10
408,TJ's Painting & Renovations,2
409,Trail Creek Outfitters,13
410,Transition Philadelphia,1
410,Transition Philadelphia,2
410,Transition Philadelphia,5
410,Transition Philadelphia,6
410,Transition Philadelphia,8
410,Transition Philadelphia,9
410,Transition Philadelphia,10
410,Transition Philadelphia,12
410,Transition Philadelphia,14
410,Transition Philadelphia,16
410,Transition Philadelphia,17
410,Transition Philadelphia,18
410,Transition Philadelphia,19
411,TreeVitalize,6
411,TreeVitalize,10
411,TreeVitalize,11
411,TreeVitalize,12
411,TreeVitalize,17
411,TreeVitalize,18
412,TreeVitalize,1
412,TreeVitalize,4
412,TreeVitalize,6
412,TreeVitalize,9
412,TreeVitalize,10
412,TreeVitalize,11
412,TreeVitalize,17
412,TreeVitalize,18
412,TreeVitalize,19
414,TTF Watershed Partnership,4
414,TTF Watershed Partnership,11
414,TTF Watershed Partnership,17
414,TTF Watershed Partnership,18
415,Tyler Arboretum,4
415,Tyler Arboretum,10
415,Tyler Arboretum,13
415,Tyler Arboretum,18
416,Tyler State Park,4
416,Tyler State Park,12
416,Tyler State Park,13
416,Tyler State Park,15
416,Tyler State Park,17
416,Tyler State Park,18
417,U. Makefield Open Space Alliance/Save Historic Dolington Committee,10
417,U. Makefield Open Space Alliance/Save Historic Dolington Committee,12
417,U. Makefield Open Space Alliance/Save Historic Dolington Committee,17
417,U. Makefield Open Space Alliance/Save Historic Dolington Committee,18
418,"UC Green, Inc.",1
418,"UC Green, Inc.",4
418,"UC Green, Inc.",5
418,"UC Green, Inc.",6
418,"UC Green, Inc.",9
418,"UC Green, Inc.",11
418,"UC Green, Inc.",13
418,"UC Green, Inc.",17
419,United By Blue,14
419,United By Blue,16
419,United By Blue,17
420,University of Pennsylvania- Department of Earth and Environmental Science,4
421,University of Pennsylvania- Institute for Environmental Studies,4
422,Upper Dublin Environmental Protection Advisory Board,12
423,Upper Main Line YMCA - Environmental Education Center,4
423,Upper Main Line YMCA - Environmental Education Center,13
423,Upper Main Line YMCA - Environmental Education Center,17
423,Upper Main Line YMCA - Environmental Education Center,18
424,Urban Blazers Foundation,4
424,Urban Blazers Foundation,13
425,Urban Green Partnership,1
425,Urban Green Partnership,2
425,Urban Green Partnership,3
425,Urban Green Partnership,4
425,Urban Green Partnership,5
425,Urban Green Partnership,11
425,Urban Green Partnership,14
425,Urban Green Partnership,15
425,Urban Green Partnership,16
425,Urban Green Partnership,17
426,"Urban Land Institute, Philadelphia Regional District Council",2
426,"Urban Land Institute, Philadelphia Regional District Council",4
426,"Urban Land Institute, Philadelphia Regional District Council",5
426,"Urban Land Institute, Philadelphia Regional District Council",10
426,"Urban Land Institute, Philadelphia Regional District Council",12
426,"Urban Land Institute, Philadelphia Regional District Council",16
427,Urban Nutrition Initiative,3
427,Urban Nutrition Initiative,4
427,Urban Nutrition Initiative,8
427,Urban Nutrition Initiative,9
427,Urban Nutrition Initiative,16
428,Urban Tree Connection,6
428,Urban Tree Connection,10
428,Urban Tree Connection,11
428,Urban Tree Connection,13
428,Urban Tree Connection,16
429,Ursinus College - Environmental Studies Program,4
430,Valley Forge Audubon Society,13
430,Valley Forge Audubon Society,17
430,Valley Forge Audubon Society,18
431,Valley Forge National Historic Park (National Park Service),13
431,Valley Forge National Historic Park (National Park Service),18
432,VegVine.com,4
432,VegVine.com,8
432,VegVine.com,9
432,VegVine.com,11
432,VegVine.com,16
432,VegVine.com,18
433,Warminster Township Environmental Advisory Council & ECLA PA,1
433,Warminster Township Environmental Advisory Council & ECLA PA,2
433,Warminster Township Environmental Advisory Council & ECLA PA,4
433,Warminster Township Environmental Advisory Council & ECLA PA,5
433,Warminster Township Environmental Advisory Council & ECLA PA,6
433,Warminster Township Environmental Advisory Council & ECLA PA,7
433,Warminster Township Environmental Advisory Council & ECLA PA,9
433,Warminster Township Environmental Advisory Council & ECLA PA,10
433,Warminster Township Environmental Advisory Council & ECLA PA,12
433,Warminster Township Environmental Advisory Council & ECLA PA,14
433,Warminster Township Environmental Advisory Council & ECLA PA,15
433,Warminster Township Environmental Advisory Council & ECLA PA,16
433,Warminster Township Environmental Advisory Council & ECLA PA,17
433,Warminster Township Environmental Advisory Council & ECLA PA,18
434,Water Resource Education Network,4
434,Water Resource Education Network,10
434,Water Resource Education Network,12
434,Water Resource Education Network,17
435,We Are Building Open Opportunity Structures Together (We Are BOOST),1
435,We Are Building Open Opportunity Structures Together (We Are BOOST),2
435,We Are Building Open Opportunity Structures Together (We Are BOOST),3
435,We Are Building Open Opportunity Structures Together (We Are BOOST),4
435,We Are Building Open Opportunity Structures Together (We Are BOOST),5
435,We Are Building Open Opportunity Structures Together (We Are BOOST),6
435,We Are Building Open Opportunity Structures Together (We Are BOOST),7
435,We Are Building Open Opportunity Structures Together (We Are BOOST),8
435,We Are Building Open Opportunity Structures Together (We Are BOOST),9
435,We Are Building Open Opportunity Structures Together (We Are BOOST),10
435,We Are Building Open Opportunity Structures Together (We Are BOOST),11
435,We Are Building Open Opportunity Structures Together (We Are BOOST),12
435,We Are Building Open Opportunity Structures Together (We Are BOOST),13
435,We Are Building Open Opportunity Structures Together (We Are BOOST),14
435,We Are Building Open Opportunity Structures Together (We Are BOOST),16
435,We Are Building Open Opportunity Structures Together (We Are BOOST),17
436,WEAN (Wissahickon Environmental Action Network),5
436,WEAN (Wissahickon Environmental Action Network),11
436,WEAN (Wissahickon Environmental Action Network),14
436,WEAN (Wissahickon Environmental Action Network),16
437,Weaver's Way Co-op,8
437,Weaver's Way Co-op,9
437,Weaver's Way Co-op,16
438,West Chester University - Department of Biology,4
438,West Chester University - Department of Biology,10
438,West Chester University - Department of Biology,17
438,West Chester University - Department of Biology,18
439,West Chester University - Department of Biology - Ecology Concentration,4
439,West Chester University - Department of Biology - Ecology Concentration,17
439,West Chester University - Department of Biology - Ecology Concentration,18
440,West Chester University - Environmental Education,4
440,West Chester University - Environmental Education,16
441,Wharton Energy Club,2
441,Wharton Energy Club,3
441,Wharton Energy Club,5
442,Wharton Net Impact,3
443,White Clay Watershed Association,10
443,White Clay Watershed Association,17
443,White Clay Watershed Association,18
444,White Dog Cafe,8
445,White Dog Community Enterprises,3
445,White Dog Community Enterprises,6
445,White Dog Community Enterprises,8
445,White Dog Community Enterprises,11
445,White Dog Community Enterprises,12
445,White Dog Community Enterprises,16
446,Wildlands Conservancy,4
446,Wildlands Conservancy,6
446,Wildlands Conservancy,9
446,Wildlands Conservancy,10
446,Wildlands Conservancy,11
446,Wildlands Conservancy,13
446,Wildlands Conservancy,14
446,Wildlands Conservancy,15
446,Wildlands Conservancy,16
446,Wildlands Conservancy,17
446,Wildlands Conservancy,18
448,Willistown Conservation Trust,10
448,Willistown Conservation Trust,17
448,Willistown Conservation Trust,18
449,Wissahickon Charter School,4
451,Wissahickon Restoration Volunteers,15
451,Wissahickon Restoration Volunteers,16
451,Wissahickon Restoration Volunteers,17
451,Wissahickon Restoration Volunteers,18
452,Wissahickon Restoration Volunteers,1
452,Wissahickon Restoration Volunteers,4
452,Wissahickon Restoration Volunteers,11
452,Wissahickon Restoration Volunteers,17
452,Wissahickon Restoration Volunteers,18
453,Wissahickon Valley Watershed Association,17
454,Wissahickon Valley Watershed Association,17
454,Wissahickon Valley Watershed Association,19
455,Women's Health & Environmental Network,1
455,Women's Health & Environmental Network,2
455,Women's Health & Environmental Network,4
455,Women's Health & Environmental Network,6
455,Women's Health & Environmental Network,8
455,Women's Health & Environmental Network,9
455,Women's Health & Environmental Network,12
455,Women's Health & Environmental Network,13
455,Women's Health & Environmental Network,14
455,Women's Health & Environmental Network,15
455,Women's Health & Environmental Network,16
455,Women's Health & Environmental Network,17
455,Women's Health & Environmental Network,19
456,Wyncote Audubon Society,18
457,Young Friends of the Brandywine Conservancy,10
457,Young Friends of the Brandywine Conservancy,13
457,Young Friends of the Brandywine Conservancy,17
457,Young Friends of the Brandywine Conservancy,19
458,Zero Waste America,14
459,Zipcar,5
459,Zipcar,14
459,Zipcar,16
